,MovieID,Title,Genres,MovieIDm,Year,1,2,3,4,5,n_5_star,n_4_star,n_ratings,WeightedScore
1457,1588,George of the Jungle (1997),Children's|Comedy,m1588,1997,26,64,83,92,24,24,92,405,120.6
2318,2513,Pet Sematary (1989),Horror,m2513,1989,36,72,87,88,22,22,88,415,120.4
1418,1542,Brassed Off (1996),Comedy|Drama|Romance,m1542,1996,6,19,77,112,24,24,112,374,120.4
274,281,Nobody's Fool (1994),Drama,m281,1994,1,17,83,94,38,38,94,365,120.2
18,19,Ace Ventura: When Nature Calls (1995),Comedy,m19,1995,98,105,111,51,24,24,51,464,120.10000000000001
944,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,m1009,1975,19,48,113,82,29,29,82,402,119.5
2524,2729,Lolita (1962),Drama,m2729,1962,0,14,48,90,49,49,90,340,119.5
2266,2459,"Texas Chainsaw Massacre, The (1974)",Horror,m2459,1974,34,46,47,71,49,49,71,367,119.2
434,448,Fearless (1993),Drama,m448,1993,9,20,71,81,47,47,81,356,119.0
1771,1951,Oliver! (1968),Musical,m1951,1968,9,16,55,84,49,49,84,346,118.9
2895,3111,Places in the Heart (1984),Drama,m3111,1984,5,15,56,100,37,37,100,350,118.5
2264,2457,Running Scared (1986),Action|Comedy,m2457,1986,5,36,93,105,20,20,105,384,118.30000000000001
1472,1603,Mimic (1997),Sci-Fi|Thriller,m1603,1997,29,73,154,79,13,13,79,440,118.2
1198,1290,Some Kind of Wonderful (1987),Drama|Romance,m1290,1987,3,18,76,106,27,27,106,363,117.9
3408,3649,American Gigolo (1980),Drama,m3649,1980,11,57,117,91,19,19,91,405,117.8
341,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,m351,1994,13,37,87,89,31,31,89,377,117.60000000000001
1483,1615,"Edge, The (1997)",Adventure|Thriller,m1615,1997,5,18,76,87,41,41,87,355,117.6
1768,1948,Tom Jones (1963),Comedy,m1948,1963,3,14,48,76,57,57,76,331,117.5
871,932,"Affair to Remember, An (1957)",Romance,m932,1957,6,7,43,67,66,66,67,322,117.5
2929,3145,"Cradle Will Rock, The (1999)",Drama,m3145,1999,12,36,94,81,36,36,81,376,117.5
1115,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,m1205,1986,29,27,53,71,51,51,71,353,117.4
2042,2232,Cube (1997),Sci-Fi|Thriller,m2232,1997,17,23,68,84,41,41,84,358,117.30000000000001
3393,3634,Seven Days in May (1964),Thriller,m3634,1964,0,2,22,73,68,68,73,306,117.1
2050,2240,My Bodyguard (1980),Drama,m2240,1980,7,20,83,101,27,27,101,366,117.0
1824,2004,Gremlins 2: The New Batch (1990),Comedy|Horror,m2004,1990,88,100,107,59,18,18,59,449,116.50000000000001
27,28,Persuasion (1995),Romance,m28,1995,2,5,36,74,62,62,74,315,116.2
2257,2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,m2450,1986,162,131,86,46,9,9,46,489,116.10000000000001
3082,3308,"Flamingo Kid, The (1984)",Comedy|Drama,m3308,1984,8,50,128,92,16,16,92,402,116.0
2883,3099,Shampoo (1975),Comedy|Romance,m3099,1975,15,44,102,85,27,27,85,385,116.0
313,322,Swimming with Sharks (1995),Comedy|Drama,m322,1995,5,19,57,78,50,50,78,337,115.80000000000001
1197,1289,Koyaanisqatsi (1983),Documentary|War,m1289,1983,6,13,33,58,72,72,58,312,115.80000000000001
3288,3521,Mystery Train (1989),Comedy|Crime|Drama,m3521,1989,4,11,35,92,46,46,92,326,115.8
3446,3688,Porky's (1981),Comedy,m3688,1981,57,87,109,61,25,25,61,425,115.8
3607,3852,"Tao of Steve, The (2000)",Comedy,m3852,2000,7,14,56,89,42,42,89,339,115.5
1367,1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller,m1480,1997,12,43,96,87,27,27,87,379,115.39999999999999
373,383,Wyatt Earp (1994),Western,m383,1994,11,38,106,98,17,17,98,385,114.9
3114,3341,Born Yesterday (1950),Comedy,m3341,1950,1,5,34,83,54,54,83,314,114.7
3440,3682,Magnum Force (1973),Western,m3682,1973,3,10,63,107,27,27,107,344,114.4
1512,1649,"Fast, Cheap & Out of Control (1997)",Documentary,m1649,1997,6,18,37,65,63,63,65,317,114.4
3070,3296,To Sir with Love (1967),Drama,m3296,1967,2,7,63,90,41,41,90,334,114.3
2930,3146,Deuce Bigalow: Male Gigolo (1999),Comedy,m3146,1999,69,51,90,80,18,18,80,406,114.2
169,175,Kids (1995),Drama,m175,1995,20,22,57,75,46,46,75,341,113.7
1978,2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,m2159,1990,19,23,55,78,44,44,78,341,113.6
3245,3478,"Bamba, La (1987)",Drama,m3478,1987,6,29,117,99,15,15,99,380,113.2
2877,3093,McCabe & Mrs. Miller (1971),Drama|Western,m3093,1971,9,18,64,53,64,64,53,325,112.9
3034,3258,Death Becomes Her (1992),Comedy,m3258,1992,43,93,117,77,9,9,77,425,112.6
1119,1209,Once Upon a Time in the West (1969),Western,m1209,1969,6,5,32,66,64,64,66,303,112.4
3244,3477,Empire Records (1995),Comedy|Drama,m3477,1995,30,58,76,84,23,23,84,378,112.30000000000001
2818,3032,"Omega Man, The (1971)",Sci-Fi,m3032,1971,6,26,73,79,40,40,79,343,112.30000000000001
1263,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,m1361,1996,6,2,21,53,77,77,53,289,112.2
1995,2176,Rope (1948),Thriller,m2176,1948,1,4,58,79,49,49,79,319,112.0
1990,2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,m2171,1998,9,16,41,91,39,39,91,326,112.0
2002,2183,"Man Who Knew Too Much, The (1956)",Thriller,m2183,1956,2,9,35,86,47,47,86,312,111.7
778,830,"First Wives Club, The (1996)",Comedy,m830,1996,33,64,100,80,18,18,80,393,111.60000000000001
2597,2802,Tequila Sunrise (1988),Action|Romance|Thriller,m2802,1988,13,54,143,85,11,11,85,402,111.4
1479,1611,My Own Private Idaho (1991),Drama,m1611,1991,15,36,72,77,36,36,77,349,110.89999999999999
1891,2072,"'burbs, The (1989)",Comedy,m2072,1989,36,69,107,68,23,23,68,394,110.70000000000002
2721,2929,Reds (1981),Drama,m2929,1981,13,28,53,86,35,35,86,336,110.5
4,5,Father of the Bride Part II (1995),Comedy,m5,1995,28,54,118,80,16,16,80,392,110.4
3233,3466,Heart and Souls (1993),Comedy|Fantasy,m3466,1993,4,22,71,94,28,28,94,341,110.4
950,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,m1015,1993,20,20,76,95,23,23,95,352,110.4
104,107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,m107,1996,23,48,76,86,23,23,86,365,110.3
2046,2236,Simon Birch (1998),Drama,m2236,1998,7,26,45,85,39,39,85,326,110.2
418,432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,m432,1994,58,116,157,55,6,6,55,453,110.10000000000001
857,918,Meet Me in St. Louis (1944),Musical,m918,1944,5,14,46,74,50,50,74,313,109.80000000000001
2411,2613,Night of the Comet (1984),Action|Horror|Sci-Fi,m2613,1984,19,53,109,82,18,18,82,381,109.8
1187,1279,Night on Earth (1991),Comedy|Drama,m1279,1991,6,13,52,76,47,47,76,317,109.7
273,280,Murder in the First (1995),Drama|Thriller,m280,1995,2,23,62,102,23,23,102,337,109.5
1333,1438,Dante's Peak (1997),Action|Thriller,m1438,1997,44,71,123,66,17,17,66,404,109.10000000000001
3173,3404,Titanic (1953),Action|Drama,m3404,1953,16,24,65,73,41,41,73,333,109.0
1628,1797,Everest (1998),Documentary,m1797,1998,2,7,26,85,47,47,85,299,108.80000000000001
2744,2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller,m2952,1996,4,14,38,99,31,31,99,316,108.4
1587,1735,Great Expectations (1998),Drama|Romance,m1735,1998,12,47,101,82,21,21,82,366,108.3
882,943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,m943,1947,1,8,34,78,50,50,78,299,108.2
3546,3789,"Pawnbroker, The (1965)",Drama,m3789,1965,1,6,23,57,69,69,57,282,108.0
785,837,Matilda (1996),Children's|Comedy,m837,1996,11,25,70,73,39,39,73,330,107.4
3188,3420,...And Justice for All (1979),Drama|Thriller,m3420,1979,2,12,65,82,38,38,82,319,107.4
2024,2206,Suspicion (1941),Mystery|Thriller,m2206,1941,3,4,33,75,52,52,75,294,107.30000000000001
3482,3724,Coming Home (1978),Drama|War,m3724,1978,1,15,56,89,34,34,89,318,107.30000000000001
2603,2808,Universal Soldier (1992),Action|Sci-Fi,m2808,1992,71,111,132,52,9,9,52,436,107.30000000000001
2728,2936,Sullivan's Travels (1942),Comedy,m2936,1942,3,6,27,62,63,63,62,286,107.3
2984,3204,"Boys from Brazil, The (1978)",Thriller,m3204,1978,2,13,69,88,32,32,88,324,107.19999999999999
352,362,"Jungle Book, The (1994)",Adventure|Children's|Romance,m362,1994,9,31,92,78,29,29,78,346,107.1
2129,2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,m2322,1998,29,71,100,71,19,19,71,380,106.8
2977,3197,"Presidio, The (1988)",Action,m3197,1988,8,29,106,95,13,13,95,359,106.8
3251,3484,"Skulls, The (2000)",Thriller,m3484,2000,58,67,90,73,14,14,73,389,106.70000000000002
2909,3125,"End of the Affair, The (1999)",Drama,m3125,1999,12,28,42,81,37,37,81,318,106.4
3127,3355,"Ninth Gate, The (2000)",Thriller,m3355,2000,39,65,109,64,21,21,64,383,106.30000000000001
2474,2676,Instinct (1999),Drama|Thriller,m2676,1999,18,48,103,74,23,23,74,363,106.30000000000001
84,86,White Squall (1996),Adventure|Drama,m86,1996,9,22,97,83,25,25,83,344,106.19999999999999
2336,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,m2531,1973,34,82,116,62,18,18,62,392,106.0
3463,3705,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,m3705,1990,54,113,155,53,5,5,53,438,106.0
2851,3066,Tora! Tora! Tora! (1970),War,m3066,1970,5,14,58,74,43,43,74,311,105.9
2659,2866,"Buddy Holly Story, The (1978)",Drama,m2866,1978,1,8,69,95,26,26,95,320,105.5
2962,3179,Angela's Ashes (1999),Drama,m3179,1999,11,24,81,79,30,30,79,334,105.5
1786,1966,Metropolitan (1990),Comedy,m1966,1990,6,17,61,71,43,43,71,312,105.2
2254,2447,Varsity Blues (1999),Comedy|Drama,m2447,1999,30,40,100,76,20,20,76,362,105.2
1105,1194,Up in Smoke (1978),Comedy,m1194,1978,8,32,63,69,40,40,69,321,104.9
3636,3882,Bring It On (2000),Comedy,m3882,2000,12,35,76,99,12,12,99,345,104.7
43,44,Mortal Kombat (1995),Action|Adventure,m44,1995,41,76,114,68,12,12,68,391,104.6
3586,3831,Saving Grace (2000),Comedy,m3831,2000,4,12,48,90,32,32,90,308,104.6
1494,1627,U Turn (1997),Action|Crime|Mystery,m1627,1997,28,48,74,77,23,23,77,350,104.6
1890,2071,And the Band Played On (1993),Drama,m2071,1993,1,6,41,79,44,44,79,294,104.5
2322,2517,Christine (1983),Horror,m2517,1983,21,48,110,81,13,13,81,367,104.2
255,262,"Little Princess, A (1995)",Children's|Drama,m262,1995,5,9,39,69,50,50,69,291,103.9
677,707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,m707,1996,13,53,115,85,9,9,85,369,103.8
3366,3606,On the Town (1949),Musical,m3606,1949,1,6,40,77,45,45,77,291,103.8
1383,1499,Anaconda (1997),Action|Adventure|Thriller,m1499,1997,124,123,107,38,7,7,38,444,103.70000000000002
2246,2439,Affliction (1997),Drama,m2439,1997,4,21,60,76,37,37,76,311,103.5
403,417,Barcelona (1994),Comedy|Romance,m417,1994,9,24,64,79,32,32,79,319,103.5
1552,1689,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,m1689,1997,22,44,94,57,35,35,57,344,103.39999999999999
1289,1388,Jaws 2 (1978),Action|Horror,m1388,1978,50,116,149,46,9,9,46,425,103.3
1630,1799,Suicide Kings (1997),Crime|Drama,m1799,1997,11,31,63,75,33,33,75,321,103.2
877,938,Gigi (1958),Musical,m938,1958,10,19,42,77,39,39,77,303,103.19999999999999
3487,3729,Shaft (1971),Action|Crime,m3729,1971,9,21,84,85,23,23,85,330,103.0
945,1010,"Love Bug, The (1969)",Children's|Comedy,m1010,1969,11,36,95,77,23,23,77,342,103.0
281,290,Once Were Warriors (1994),Crime|Drama,m290,1994,1,14,35,66,52,52,66,286,103.0
406,420,Beverly Hills Cop III (1994),Action|Comedy,m420,1994,65,113,113,53,8,8,53,413,102.5
2531,2736,Brighton Beach Memoirs (1986),Comedy,m2736,1986,3,26,91,80,25,25,80,330,102.5
3434,3676,Eraserhead (1977),Drama|Horror,m3676,1977,20,23,51,54,51,51,54,304,102.5
2975,3194,"Way We Were, The (1973)",Drama,m3194,1973,13,38,63,81,25,25,81,326,102.0
1916,2097,Something Wicked This Way Comes (1983),Children's|Horror,m2097,1983,5,20,80,82,26,26,82,321,101.8
412,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,m426,1993,17,50,113,72,17,17,72,358,101.7
1912,2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,m2093,1985,43,61,88,62,22,22,62,360,101.6
2875,3091,Kagemusha (1980),Drama|War,m3091,1980,2,2,17,53,67,67,53,261,101.6
218,225,Disclosure (1994),Drama|Thriller,m225,1994,10,46,102,82,14,14,82,350,101.6
3681,3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,m3928,1948,11,27,61,74,33,33,74,313,101.30000000000001
2727,2935,"Lady Eve, The (1941)",Comedy|Romance,m2935,1941,3,5,19,52,66,66,52,263,101.2
2980,3200,"Last Detail, The (1973)",Comedy|Drama,m3200,1973,3,6,46,76,41,41,76,289,101.1
2357,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,m2553,1960,12,25,76,85,21,21,85,325,101.0
3198,3430,Death Wish (1974),Action|Drama,m3430,1974,11,32,75,75,27,27,75,322,100.4
372,382,Wolf (1994),Drama|Horror,m382,1994,34,51,101,71,15,15,71,358,100.4
1744,1924,Plan 9 from Outer Space (1958),Horror|Sci-Fi,m1924,1958,84,42,35,57,31,31,57,337,100.0
1511,1648,"House of Yes, The (1997)",Comedy|Drama|Thriller,m1648,1997,12,23,48,83,28,28,83,305,99.9
3090,3316,Reindeer Games (2000),Action|Thriller,m3316,2000,39,79,91,70,10,10,70,369,99.8
91,94,Beautiful Girls (1996),Drama,m94,1996,2,17,54,65,44,44,65,291,99.7
1872,2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,m2053,1992,107,119,110,40,5,5,40,426,99.7
1733,1913,Picnic at Hanging Rock (1975),Drama|Mystery,m1913,1975,2,17,33,71,44,44,71,282,99.7
3683,3930,"Creature From the Black Lagoon, The (1954)",Horror,m3930,1954,18,31,73,78,23,23,78,324,99.69999999999999
1582,1730,Kundun (1997),Drama,m1730,1997,3,12,44,88,29,29,88,293,99.5
2059,2249,My Blue Heaven (1990),Comedy,m2249,1990,12,46,87,72,22,22,72,333,99.2
2750,2961,"Story of Us, The (1999)",Comedy|Drama,m2961,1999,47,57,99,54,23,23,54,357,99.10000000000001
2311,2505,8MM (1999),Thriller,m2505,1999,37,62,90,67,16,16,67,355,99.1
2504,2709,Muppets From Space (1999),Children's|Comedy,m2709,1999,20,38,78,73,23,23,73,328,99.0
1319,1422,Murder at 1600 (1997),Mystery|Thriller,m1422,1997,17,50,132,73,9,9,73,363,99.0
1348,1457,Fools Rush In (1997),Comedy|Romance,m1457,1997,12,46,122,73,13,13,73,352,98.80000000000001
3212,3444,Bloodsport (1988),Action,m3444,1988,21,33,70,71,27,27,71,320,98.8
2329,2524,"Towering Inferno, The (1974)",Action|Drama,m2524,1974,18,57,105,74,12,12,74,352,98.60000000000001
2617,2822,Medicine Man (1992),Adventure|Romance,m2822,1992,18,53,108,66,18,18,66,347,98.2
1053,1130,"Howling, The (1980)",Horror,m1130,1980,10,38,89,70,24,24,70,325,98.0
3615,3861,"Replacements, The (2000)",Comedy,m3861,2000,21,43,85,74,18,18,74,333,97.80000000000001
1068,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,m1150,1982,2,6,34,75,41,41,75,274,97.80000000000001
2174,2367,King Kong (1976),Action|Adventure|Horror,m2367,1976,40,76,127,51,15,15,51,375,97.8
2663,2870,Barefoot in the Park (1967),Comedy,m2870,1967,2,12,69,90,20,20,90,303,97.6
1908,2089,"Rescuers Down Under, The (1990)",Animation|Children's,m2089,1990,17,29,101,74,18,18,74,331,97.4
1085,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,m1173,1989,18,33,47,62,38,38,62,298,97.19999999999999
3466,3708,Firestarter (1984),Horror|Thriller,m3708,1984,17,69,101,62,18,18,62,347,97.0
885,946,To Be or Not to Be (1942),Comedy|Drama|War,m946,1942,6,8,36,65,46,46,65,272,96.9
1845,2025,Lolita (1997),Drama|Romance,m2025,1997,7,31,88,69,26,26,69,316,96.9
590,605,One Fine Day (1996),Drama|Romance,m605,1996,5,33,92,78,18,18,78,322,96.80000000000001
1954,2135,Doctor Dolittle (1967),Adventure|Musical,m2135,1967,15,30,101,76,16,16,76,330,96.8
1655,1833,Mercury Rising (1998),Action|Drama|Thriller,m1833,1998,19,57,107,66,15,15,66,345,96.3
2354,2550,"Haunting, The (1963)",Horror|Thriller,m2550,1963,17,19,45,59,43,43,59,285,96.2
3465,3707,Nine 1/2 Weeks (1986),Drama,m3707,1986,20,50,78,68,21,21,68,326,96.1
1853,2034,"Black Hole, The (1979)",Sci-Fi,m2034,1979,36,77,113,56,13,13,56,364,96.1
3305,3538,East is East (1999),Comedy,m3538,1999,3,17,47,78,31,31,78,285,95.9
3190,3422,She's Gotta Have It (1986),Comedy|Romance,m3422,1986,6,28,79,70,27,27,70,307,95.9
436,450,With Honors (1994),Comedy|Drama,m450,1994,8,33,95,71,21,21,71,320,95.8
2745,2953,Home Alone 2: Lost in New York (1992),Children's|Comedy,m2953,1992,85,98,107,41,10,10,41,392,95.7
2567,2772,Detroit Rock City (1999),Comedy,m2772,1999,26,46,90,62,22,22,62,330,95.6
356,366,Wes Craven's New Nightmare (1994),Horror,m366,1994,44,62,64,57,24,24,57,332,95.5
2527,2732,Jules and Jim (Jules et Jim) (1961),Drama,m2732,1961,5,9,25,54,55,55,54,257,95.10000000000001
2151,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,m2344,1985,5,31,67,70,28,28,70,299,94.80000000000001
2964,3181,Titus (1999),Drama,m3181,1999,9,18,30,60,46,46,60,269,94.80000000000001
3596,3841,Air America (1990),Action|Comedy,m3841,1990,26,95,121,56,8,8,56,370,94.8
2515,2720,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,m2720,1999,126,104,106,29,8,8,29,410,94.7
3682,3929,"Bank Dick, The (1940)",Comedy,m3929,1940,2,11,24,59,51,51,59,257,94.60000000000001
152,158,Casper (1995),Adventure|Children's,m158,1995,22,55,102,66,14,14,66,339,94.6
1089,1177,Enchanted April (1991),Drama,m1177,1991,2,9,25,63,48,48,63,258,94.5
463,477,What's Love Got to Do with It? (1993),Drama,m477,1993,7,17,68,84,19,19,84,298,94.30000000000001
148,154,Belle de jour (1967),Drama,m154,1967,3,12,44,78,31,31,78,277,94.30000000000001
209,215,Before Sunrise (1995),Drama|Romance,m215,1995,5,11,37,64,43,43,64,267,94.10000000000001
201,207,"Walk in the Clouds, A (1995)",Drama|Romance,m207,1995,16,51,59,74,19,19,74,312,94.10000000000001
2249,2442,Hilary and Jackie (1998),Drama,m2442,1998,2,8,39,78,33,33,78,271,94.1
275,282,Nell (1994),Drama,m282,1994,23,22,77,70,23,23,70,308,94.1
840,901,Funny Face (1957),Comedy|Musical,m901,1957,9,10,51,68,36,36,68,278,94.0
1374,1488,"Devil's Own, The (1997)",Action|Drama|Thriller|War,m1488,1997,27,65,127,60,9,9,60,357,93.9
3486,3728,One False Move (1991),Thriller,m3728,1991,1,8,26,74,39,39,74,261,93.9
542,556,"War Room, The (1993)",Documentary,m556,1993,1,2,15,62,52,52,62,246,93.8
1049,1126,Drop Dead Fred (1991),Comedy|Fantasy,m1126,1991,94,79,89,42,13,13,42,372,93.5
2622,2827,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,m2827,1999,74,96,106,43,9,9,43,380,93.4
567,581,"Celluloid Closet, The (1995)",Documentary,m581,1995,3,4,22,66,46,46,66,253,93.4
1244,1342,Candyman (1992),Horror,m1342,1992,31,55,101,58,17,17,58,337,93.30000000000001
2742,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,m2950,1980,85,114,102,37,8,8,37,391,93.3
535,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,m549,1993,6,12,35,55,49,49,55,261,93.2
683,714,Dead Man (1995),Western,m714,1995,7,8,35,48,55,55,48,256,93.1
969,1034,Freeway (1996),Crime,m1034,1996,9,16,42,61,41,41,61,271,93.0
83,85,Angels and Insects (1995),Drama|Romance,m85,1995,8,27,59,79,21,21,79,294,93.0
2783,2995,"House on Haunted Hill, The (1999)",Horror,m2995,1999,96,99,100,37,9,9,37,387,93.0
932,996,Last Man Standing (1996),Action|Drama|Western,m996,1996,33,54,95,52,22,22,52,330,92.6
477,491,"Man Without a Face, The (1993)",Drama,m491,1993,10,24,85,75,18,18,75,305,92.5
230,237,Forget Paris (1995),Comedy|Romance,m237,1995,21,56,104,61,15,15,61,333,92.4
3135,3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,m3364,1950,2,3,37,71,38,38,71,260,92.3
141,147,"Basketball Diaries, The (1995)",Drama,m147,1995,10,14,58,66,33,33,66,280,92.3
2735,2943,Indochine (1992),Drama|Romance,m2943,1992,1,13,39,74,33,33,74,267,92.10000000000001
2179,2372,Fletch Lives (1989),Comedy,m2372,1989,27,53,76,65,17,17,65,320,92.0
1921,2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,m2102,1940,12,26,68,56,35,35,56,288,91.9
2588,2793,"American Werewolf in Paris, An (1997)",Comedy|Horror,m2793,1997,46,58,88,61,12,12,61,338,91.9
2988,3208,Loaded Weapon 1 (1993),Action|Comedy,m3208,1993,45,60,87,57,15,15,57,336,91.8
2684,2891,"Happy, Texas (1999)",Comedy,m2891,1999,9,16,61,73,26,26,73,284,91.7
3122,3350,"Raisin in the Sun, A (1961)",Drama,m3350,1961,2,6,24,73,38,38,73,254,91.7
3358,3598,Hamlet (2000),Drama,m3598,2000,19,15,49,57,39,39,57,275,91.6
371,381,When a Man Loves a Woman (1994),Drama,m381,1994,12,34,76,65,24,24,65,300,91.5
1790,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,m1970,1987,55,66,74,66,7,7,66,341,91.5
1181,1273,Down by Law (1986),Comedy|Drama,m1273,1986,2,7,31,60,46,46,60,252,91.4
1567,1713,Mouse Hunt (1997),Children's|Comedy,m1713,1997,20,49,79,67,16,16,67,314,90.9
1561,1702,Flubber (1997),Children's|Comedy|Fantasy,m1702,1997,59,84,102,47,10,10,47,359,90.9
1579,1727,"Horse Whisperer, The (1998)",Drama,m1727,1998,16,29,75,71,19,19,71,300,90.8
3157,3388,Harry and the Hendersons (1987),Comedy,m3388,1987,34,84,122,48,10,10,48,356,90.6
2521,2726,"Killing, The (1956)",Crime|Film-Noir,m2726,1956,2,3,16,59,50,50,59,239,90.5
2378,2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama,m2575,1998,3,7,27,54,50,50,54,245,90.2
2196,2389,Psycho (1998),Crime|Horror|Thriller,m2389,1998,54,68,74,52,16,16,52,332,90.0
2645,2852,"Soldier's Story, A (1984)",Drama,m2852,1984,2,1,55,86,20,20,86,270,89.8
832,892,Twelfth Night (1996),Comedy|Drama|Romance,m892,1996,3,4,41,67,37,37,67,256,89.8
2409,2611,"Winslow Boy, The (1998)",Drama,m2611,1998,1,10,30,65,40,40,65,251,89.7
2410,2612,Mildred Pierce (1945),Drama,m2612,1945,0,4,25,62,45,45,62,243,89.69999999999999
3194,3426,Jungle Fever (1991),Drama|Romance,m3426,1991,12,35,80,75,13,13,75,303,89.6
1312,1414,Mother (1996),Comedy,m1414,1996,3,19,43,81,22,22,81,271,89.5
1598,1753,Half Baked (1998),Comedy,m1753,1998,17,46,49,52,34,34,52,284,89.4
3286,3519,Force 10 from Navarone (1978),Action|War,m3519,1978,7,24,74,81,13,13,81,293,89.4
1523,1660,Eve's Bayou (1997),Drama,m1660,1997,2,16,64,72,25,25,72,276,89.3
2591,2796,Funny Farm (1988),Comedy,m2796,1988,26,52,86,60,16,16,60,316,89.2
2124,2316,Practical Magic (1998),Drama|Romance,m2316,1998,18,59,80,67,12,12,67,315,89.1
2951,3167,Carnal Knowledge (1971),Drama,m3167,1971,4,16,46,71,29,29,71,266,89.0
983,1050,Looking for Richard (1996),Documentary|Drama,m1050,1996,7,9,26,65,39,39,65,250,89.0
2864,3079,Mansfield Park (1999),Drama,m3079,1999,1,9,28,75,32,32,75,252,88.9
266,273,Mary Shelley's Frankenstein (1994),Drama|Horror,m273,1994,26,62,83,57,16,16,57,317,88.5
1955,2136,"Nutty Professor, The (1963)",Comedy,m2136,1963,14,40,89,57,22,22,57,301,88.3
2156,2349,Mona Lisa (1986),Comedy|Thriller,m2349,1986,2,15,48,83,19,19,83,269,88.2
875,936,Ninotchka (1939),Comedy|Romance,m936,1939,2,2,21,66,41,41,66,239,88.1
468,482,Killing Zoe (1994),Thriller,m482,1994,8,17,59,58,34,34,58,268,88.0
1417,1541,Addicted to Love (1997),Comedy|Romance,m1541,1997,13,39,114,59,15,15,59,314,88.0
3526,3769,Thunderbolt and Lightfoot (1974),Action,m3769,1974,5,27,65,76,17,17,76,283,87.9
2525,2730,Barry Lyndon (1975),Drama,m2730,1975,9,22,48,47,43,43,47,259,87.4
2355,2551,Dead Ringers (1988),Drama|Thriller,m2551,1988,17,24,58,67,23,23,67,279,87.4
3046,3270,"Cutting Edge, The (1992)",Drama,m3270,1992,8,29,74,76,13,13,76,289,87.10000000000001
3650,3896,"Way of the Gun, The (2000)",Crime|Thriller,m3896,2000,19,24,45,63,28,28,63,270,86.9
560,574,Spanking the Monkey (1994),Comedy|Drama,m574,1994,9,21,52,69,24,24,69,268,86.30000000000001
3042,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,m3266,1992,8,15,34,62,35,35,62,251,86.3
532,546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,m546,1993,165,103,54,17,11,11,17,378,86.2
2167,2360,"Celebration, The (Festen) (1998)",Drama,m2360,1998,3,3,10,40,61,61,40,218,86.1
822,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,m880,1996,101,103,80,34,6,6,34,364,86.0
3282,3515,Me Myself I (2000),Comedy,m3515,2000,21,32,54,60,25,25,60,277,85.9
1939,2120,Needful Things (1993),Drama|Horror,m2120,1993,21,54,97,58,12,12,58,312,85.80000000000001
1316,1419,Walkabout (1971),Drama,m1419,1971,2,7,27,58,42,42,58,236,85.6
1645,1821,"Object of My Affection, The (1998)",Comedy|Romance,m1821,1998,11,31,88,68,13,13,68,292,85.30000000000001
3485,3727,Near Dark (1987),Comedy|Horror,m3727,1987,4,12,30,79,23,23,79,250,85.2
409,423,Blown Away (1994),Action|Thriller,m423,1994,11,42,90,68,10,10,68,299,85.2
956,1021,Angels in the Outfield (1994),Children's|Comedy,m1021,1994,44,47,89,56,11,11,56,314,85.10000000000001
441,455,Free Willy (1993),Adventure|Children's|Drama,m455,1993,54,69,109,46,7,7,46,338,84.9
